_a,_b,0_a,0_b,1_a,1_b,2_a,2_b,3_a,3_b,4_a,4_b,5_a,5_b,6_a,6_b,7_a,7_b,8_a,8_b,9_a,9_b,10_a,10_b,11_a,11_b,12_a,12_b,13_a,13_b,14_a,14_b
,,0.9560914500469777,1.0,0.9600821305634398,1.0,0.971216550483472,1.0,0.9134078212290503,1.0,0.7302158273381295,1.4142135623730951,0.9695458303403223,1.0,0.8879021957301867,1.4142135623730951,0.9603738317757009,1.0,0.7899388171312033,3.8966629547095533,0.8651196519216824,1.0,0.38162544169611307,5.0990195135927845,0.5950920245398773,3.7416573867739413,0.5921895006402048,4.123105625617661,0,0,0,0
,,0.9324324324324325,2.23606797749979,0.9506370446251361,1.0,0.9654304635761589,1.0,0.6993392070484582,6.503428523897776,0.6294227188081937,4.123105625617661,0.9333254367782055,1.7320508075688772,0.522599473272119,6.4031242374328485,0.8427208925679324,3.0,0.876249662253445,4.123105625617661,0.5991590749824808,5.0,0.14545454545454545,5.0049509756796375,0.3682008368200837,6.4031242374328485,0.2638208537438768,7.436118832728473,1,0,0,0
,,0.9435916752989923,1.0,0.9501303780964798,1.0,0.9507461730609108,1.0,0.8098558809855881,4.123105625617661,0.698016164584864,2.23606797749979,0.9552594390227661,1.0,0.8491206417772292,1.0,0.9339055793991416,1.0,0.8067732831608655,4.3530860307195836,0.8681162845662964,1.0,0.4574780058651026,3.4641016151377544,0.6305732484076433,2.0,0.7074968233799238,2.23606797749979,0,0,0,0
,,0.9395326993072678,1.0,0.942748322350523,1.0,0.9290656230344538,1.0,0.23352054389595034,5.0,0.35064935064935066,7.042194028991449,0.8497288690610307,7.211102550927978,0.7442963275198904,5.830951894845301,0.9089762455328989,1.4142135623730951,0.7279036538068994,6.0,0.45047536732929994,9.989974874213226,0.555045871559633,7.0710678118654755,0.3908450704225352,6.4031242374328485,0.5527770465912082,3.7416573867739413,0,0,0,0
,,0.8927106922088255,2.0,0.9360025220680959,1.0,0.898696360673547,7.615773105863909,0.5068137573004543,14.317821063276353,0.6989720998531571,2.0,0.9152305658777464,4.0,0.8313660627020525,1.4142135623730951,0.8602601311404923,2.8284271247461903,0.751628664495114,8.440616996408446,0.8341050254093733,1.4142135623730951,0.5485714285714286,4.242640687119285,0.6120481927710844,3.3166247903554,0.547402249598286,8.06225774829855,0,0,0,0
,,0.9055729222809098,1.0,0.9460895975702354,1.0,0.9460227272727273,1.0,0.19829424307036247,6.48074069840786,0.7421686746987952,2.23606797749979,0.9494279226648442,1.0,0.8019339506678685,2.8284271247461903,0.943500424808836,1.0,0.8925442517432505,2.0,0.7350957155879672,2.0,0.302158273381295,2.8970562748477127,0.41420118343195267,4.200803415593717,0.517175572519084,6.4031242374328485,0,0,0,0
,,0.9652698267307839,1.0,0.9258105880197839,2.0,0.9608390262676801,1.0,0.7291666666666666,8.24271895251931,0.7957992998833139,1.0,0.9596774193548387,1.0,0.8840329044505378,1.4142135623730951,0.9271171437002066,19.29507344013852,0.8826121794871795,2.0,0.8303205225581042,1.0,0.26666666666666666,5.0990195135927845,0.5681818181818182,5.196152422706632,0.8041303646337529,1.4142135623730951,0,0,0,0
,,0.8860851808634772,2.23606797749979,0.9444444444444444,1.0,0.9306763488980833,1.7320508075688772,0.3204633204633205,8.697276783234841,0.5694249649368864,3.1622776601683795,0.9129643814630409,3.0,0.38423920637138465,11.357816691600547,0.7828504536142815,5.385164807134504,0.8678535243884788,2.0,0.2361595044521874,11.445523142259598,0.1875,6.7249371855331,0.4788732394366197,3.1622776601683795,0.14436248682824027,6.324555320336759,1,0,0,0
,,0.8891284611892873,3.0,0.9103647526182738,3.7416573867739413,0.8856915528444503,4.47213595499958,0.8415584415584415,1.0,0.762481089258699,1.4142135623730951,0.9629984482884308,1.0,0.8306130688044293,1.7320508075688772,0.9577758470894874,1.0,0.9069336299592139,1.0,0.8775231860338243,1.0,0.402088772845953,4.0,0.6253869969040248,2.9399494936611625,0.7231434751261716,3.0,0,0,0,0
,,0.9661248837082034,1.0,0.9459231418271075,1.4142135623730951,0.958085657674135,1.0,0.4769928710304601,4.358898943540674,0.6163141993957704,2.438818654518994,0.9693794902542417,1.0,0.8673501478080382,2.0,0.7846036196788172,30.768489474338583,0.7718559089951549,2.8284271247461903,0.8175701409165926,1.4142135623730951,0.029197080291970802,9.02208671582886,0.6793650793650794,2.0,0.5537020778460638,5.0990195135927845,0,0,0,0
